college,program_code,year_level,semester,subject_code
COE,BSED-SOCSCI,2,2nd,"EDTECH 2"
COE,BSED-SOCSCI,2,2nd,"GEO 1"
COE,BSED-SOCSCI,2,2nd,"LEAD 4"
COE,BSED-SOCSCI,2,2nd,MICROECO
COE,BSED-SOCSCI,2,2nd,"PE 4"
COE,BSED-SOCSCI,2,2nd,SOCIOCUL
COE,BSED-SOCSCI,2,2nd,TEAORG
COE,BSED-SOCSCI,2,2nd,TEASCURR
COE,BSED-SOCSCI,3,1st,APPSOC
COE,BSED-SOCSCI,3,1st,"ASIA 2"
COE,BSED-SOCSCI,3,1st,"ASSMNT 1"
COE,BSED-SOCSCI,3,1st,CONTPHIL
COE,BSED-SOCSCI,3,1st,"GEO 2"
COE,BSED-SOCSCI,3,1st,"LEAD 5"
COE,BSED-SOCSCI,3,1st,MACROECO
COE,BSED-SOCSCI,3,1st,PRODMAT
COE,BSED-SOCSCI,3,1st,TRENDSOC
COE,BSED-SOCSCI,3,1st,WORLDHIS1
COE,BSED-SOCSCI,4,2nd,LEAD8
COE,BSED-SOCSCI,4,2nd,PRACTICU
COE,BSED-VAL,1,1st,ARTAPP
COE,BSED-VAL,1,1st,ENVISCI
COE,BSED-VAL,1,1st,ETHICS
COE,BSED-VAL,1,1st,KOMFIL
COE,BSED-VAL,1,1st,"LEAD 1"
COE,BSED-VAL,1,1st,MATHINV
COE,BSED-VAL,1,1st,"NSTP 1"
COE,BSED-VAL,1,1st,"PE 1"
COE,BSED-VAL,1,1st,PHILHIS
COE,BSED-VAL,1,1st,PURPCOMM
COE,BSED-VAL,1,1st,UNDSELF
COE,BSED-VAL,1,2nd,CALLP
COE,BSED-VAL,1,2nd,CONWRLD
COE,BSED-VAL,1,2nd,FILDIS
COE,BSED-VAL,1,2nd,FOVE
COE,BSED-VAL,1,2nd,"LEAD 2"
COE,BSED-VAL,1,2nd,MATHWRLD
COE,BSED-VAL,1,2nd,"NSTP 2"
COE,BSED-VAL,1,2nd,"PE 2"
COE,BSED-VAL,1,2nd,PSPEAK
COE,BSED-VAL,1,2nd,SCITECH
COE,BSED-VAL,1,2nd,VISART
COE,BSED-VAL,2,1st,BENLAC
COE,BSED-VAL,2,1st,"EDTECH 1"
COE,BSED-VAL,2,1st,FALECT
COE,BSED-VAL,2,1st,FOSPED
COE,BSED-VAL,2,1st,"LEAD 3"
COE,BSED-VAL,2,1st,"PE 3"
COE,BSED-VAL,2,1st,PHILLET
COE,BSED-VAL,2,1st,PHILSOC
COE,BSED-VAL,2,1st,SOSLIT
COE,BSED-VAL,2,1st,TPROF
COE,BSED-VAL,2,2nd,DYNREL
COE,BSED-VAL,2,2nd,EDSTAT
COE,BSED-VAL,2,2nd,"EDTECH 2"
COE,BSED-VAL,2,2nd,FILVAL
COE,BSED-VAL,2,2nd,"LEAD 4"
COE,BSED-VAL,2,2nd,"PE 4"
COE,BSED-VAL,2,2nd,PSYCHVAL
COE,BSED-VAL,2,2nd,PSYSPRIT
COE,BSED-VAL,2,2nd,TEAORG
COE,BSED-VAL,2,2nd,TEASCURR
COE,BSED-VAL,3,1st,APPVAL
COE,BSED-VAL,3,1st,"ASSMNT 1"
COE,BSED-VAL,3,1st,CARDEV
COE,BSED-VAL,3,1st,CONTFALI
COE,BSED-VAL,3,1st,DEVMAT
COE,BSED-VAL,3,1st,FATPRAC
COE,BSED-VAL,3,1st,INTROGUIDE
COE,BSED-VAL,3,1st,"LEAD 5"
COE,BSED-VAL,3,1st,TRANSED
COE,TCP,1,1st,"TCP 1"
COE,TCP,1,1st,"TCP 2"
COE,TCP,1,1st,"TCP 3"
COE,TCP,1,2nd,"TCP 4"
COE,TCP,1,2nd,"TCP 5"
COE,TCP,1,2nd,"TCP 6"
